,extended.base_filename,is_ransomware,is_encrypted,Baseline only: pred,Advanced only: pred,Fourier only: pred,Baseline and Fourier: pred,Advanced and Fourier: pred,Baseline and Advanced: pred,"Baseline, Advanced, and Fourier: pred"
15487,base32.0040-ics.ics,0,0,0,0,0,0,0,0,0
15488,base32.0076-png-c3.png,0,0,1,0,1,0,0,0,0
15489,base32.0077-rar.rar,0,1,1,1,1,1,1,1,1
15490,0020-pptx.pptx,0,1,0,1,1,1,1,1,1
15491,base32.0053-tif-resized.tif,0,0,0,0,0,0,0,0,0
15492,base32.0072-xls.xls,0,1,1,1,1,1,1,1,1
15493,0042-ppt.ppt,0,0,0,0,0,0,0,0,0
15494,0032-xls.xls,0,0,0,0,0,0,0,0,0
15495,0030-mp3.mp3,0,1,1,1,1,1,1,1,1
15496,0080-xls.xls,0,0,0,0,0,0,0,0,0
15497,base32.0088-jpg-q025.jpg,0,1,1,0,1,1,1,1,1
15498,0063-pptx.pptx,0,1,1,1,1,1,1,1,1
15499,base32.0040-zip-deflate.zip,0,1,1,1,1,1,1,1,1
15500,base32.0040-7z-bzip2.7z,0,1,1,1,1,1,1,1,1
15501,0054-7z-lzma2.7z,0,1,1,1,1,1,1,1,1
15502,base32.0073-pptx-password.pptx,0,0,0,0,0,0,0,0,0
15503,base32.0063-gif.gif,0,0,0,0,0,0,0,0,0
15504,0004-ppt.ppt,0,1,1,1,1,1,1,1,1
15505,0020-webp-q50-c6.webp,0,0,1,1,1,1,0,0,0
15506,0027-doc.doc,0,1,1,1,1,1,1,1,1
15507,0004-csv.csv,0,1,1,1,1,1,1,1,1
15508,base32.0017-js.js,0,0,0,0,0,0,0,0,0
15509,0100-xml.xml,0,1,1,1,1,1,1,1,1
15510,0055-bmp.bmp,0,1,1,1,1,1,1,1,1
15511,base32.0066-jpg-q001.jpg,0,1,1,1,0,1,1,1,1
15512,base32.0006-jpg-q025.jpg,0,1,1,1,1,1,1,1,1
15513,base32.0081-webp-lossless-c2.webp,0,1,1,1,1,1,1,1,1
15514,0077-jpg-q001.jpg,0,0,0,1,0,0,0,1,0
15515,0019-pdf.pdf,0,1,1,1,1,1,1,1,1
15516,0004-dll.dll,0,1,1,1,1,1,1,1,1
15517,base32.0092-dwg.dwg,0,0,0,0,0,0,0,0,0
15518,base32.0005-png-c7.png,0,1,0,0,0,1,1,1,1
15519,base32.0089-bin.bin,0,1,1,1,1,1,1,1,1
15520,0029-TIF.TIF,0,0,0,0,1,0,0,0,0
15521,base32.0053-dwg.dwg,0,1,1,1,1,1,1,1,1
15522,base32.0087-webp-lossless-c2.webp,0,1,1,1,1,1,1,1,1
15523,base32.0051-js.js,0,1,1,0,1,1,0,1,1
15524,base32.0082-dwg.dwg,0,1,1,1,0,1,1,1,1
15525,base32.0016-js.js,0,1,1,1,1,1,1,1,1
15526,0045-zlib.zlib,0,0,0,0,1,0,0,0,0
15527,0074-ics.ics,0,0,0,0,0,0,0,0,0
15528,base32.0039-csv.csv,0,0,0,0,0,0,0,0,0
15529,base32.0069-png-c7.png,0,0,0,0,0,0,0,0,0
15530,base32.0047-epub.epub,0,1,1,1,1,1,1,1,1
15531,0052-webp-lossless-c4.webp,0,0,0,1,0,0,0,0,0
15532,base32.0060-jpg-q001.jpg,0,1,0,0,0,0,0,0,0
15533,0015-ps1.ps1,0,1,1,1,1,1,1,1,1
15534,base32.0037-xml.xml,0,1,1,1,1,1,1,1,1
15535,0005-mp4.mp4,0,1,0,0,1,1,0,0,1
15536,base32.0071-png-c7.png,0,1,1,1,1,1,1,1,1
15537,base32.0058-ics.ics,0,0,0,0,0,0,0,0,0
15538,0050-dwg.dwg,0,1,1,1,1,1,1,1,1
15539,0056-zlib.zlib,0,1,1,1,1,1,1,1,1
15540,base32.0061-csv.csv,0,1,1,1,1,1,1,1,1
15541,base32.0034-mp4-from-web.mp4,0,1,1,1,1,1,1,1,1
15542,0007-ods.ods,0,1,1,1,1,1,1,1,1
15543,base32.0001-mkv.mkv,0,1,1,1,1,1,1,1,1
15544,base32.0032-xlsx-nomagic.xlsx,0,0,0,0,0,0,0,0,0
15545,0046-eps-from-web.eps,0,1,1,1,1,1,1,1,1
15546,base32.0029-zip-highcompress.zip,0,1,1,1,0,1,1,1,1
15547,0037-pdf-nomagic.pdf,0,1,1,1,1,1,1,0,1
15548,base32.0005-txt.txt,0,1,1,1,1,1,1,1,1
15549,base32.0016-pdf-password.pdf,0,1,1,1,1,1,1,1,1
15550,0036-zip-lzma.zip,0,1,1,0,1,1,1,1,1
15551,base32.0006-7z-lzma2.7z,0,0,1,0,1,1,1,0,1
15552,base32.0075-7z-lzma2.7z,0,1,1,1,1,1,1,1,1
15553,base32.0030-ppt.ppt,0,1,0,0,1,1,1,0,1
15554,0039-xls-password.xls,0,1,1,1,1,1,1,1,1
15555,0048-xls.xls,0,1,1,1,1,1,1,1,1
15556,base32.0098-zip-highcompress.zip,0,1,0,1,1,1,1,1,1
15557,base32.0002-dwg.dwg,0,1,1,1,1,1,1,1,1
15558,0033-7z-lzma2.7z,0,1,1,1,1,1,1,1,1
15559,base32.0065-mp4.mp4,0,1,0,1,0,0,0,1,0
15560,base32.0011-jpg-q001.jpg,0,1,1,1,1,1,1,1,1
15561,0052-png-c7.png,0,1,1,1,1,1,1,1,1
15562,0001-ppt-password.ppt,0,0,0,0,0,0,0,0,0
15563,0100-webp-q50-c0.webp,0,0,0,0,0,0,0,1,0
15564,COMPRESSION-4.pdf,0,0,0,0,0,0,0,0,0
15565,0040-html.html,0,1,0,1,0,0,1,1,1
15566,base32.0069-ods.ods,0,1,1,0,0,0,1,1,1
15567,base32.0079-xls-password.xls,0,1,1,1,1,1,1,1,1
15568,0007-mp3.mp3,0,1,1,1,1,1,1,1,1
15569,0001-webp-from-web.webp,0,0,0,0,0,0,0,0,0
15570,base32.0056-ppt.ppt,0,1,0,0,0,1,1,1,1
15571,0034-css.css,0,1,1,1,1,1,1,1,1
15572,base32.0026-ppt-password.ppt,0,1,1,1,1,1,1,1,1
15573,0015-bmp.bmp,0,0,0,0,0,0,0,0,0
15574,0076-mkv.mkv,0,1,1,1,1,1,1,1,1
15575,0065-pdf-nomagic.pdf,0,1,1,1,0,1,1,1,1
15576,0047-zip-bzip2.zip,0,1,1,1,1,1,1,1,1
15577,base32.0071-jpg-q050.jpg,0,1,1,1,1,1,1,1,1
15578,0050-js.js,0,0,0,0,0,0,0,0,0
15579,0062-webp-lossless-c2.webp,0,1,0,1,1,1,1,1,1
15580,base32.0061-webp-q50-c4.webp,0,1,1,1,1,1,1,1,1
15581,0050-ics.ics,0,1,1,1,1,1,1,1,1
15582,0011-pptx-password.pptx,0,0,0,0,0,0,0,0,0
15583,0029-mp3.mp3,0,1,1,1,1,1,1,1,1
15584,0066-jpg-q075.jpg,0,1,1,1,1,1,1,1,1
15585,base32.0065-mp4-from-web.mp4,0,0,0,0,0,0,0,0,0
15586,0008-webp-q50-c2.webp,0,1,1,1,1,1,1,1,1
15587,base32.0097-txt.txt,0,0,0,0,0,0,0,0,0
15588,base32.0028-zip-bzip2.zip,0,1,0,0,1,1,0,0,0
15589,base32.0006-xls-password.xls,0,1,0,0,0,1,0,0,1
15590,0056-ps1.ps1,0,1,1,1,1,1,1,1,1
15591,0078-dll.dll,0,0,0,0,0,0,0,0,0
15592,0011-png-c3.png,0,1,1,1,1,1,1,1,1
15593,0079-doc-nomagic.doc,0,1,1,1,1,1,1,1,1
15594,0021-xlsx-nomagic.xlsx,0,1,1,1,1,1,1,1,1
15595,base32.0008-exe.exe,0,1,1,1,1,1,1,1,1
15596,base32.0057-png-c3.png,0,1,1,1,1,1,1,1,1
15597,0071-7z-lzma.7z,0,0,1,1,1,1,1,1,1
15598,base32.0079-webp-q50-c0.webp,0,1,1,1,0,0,0,0,0
15599,0092-zlib.zlib,0,1,1,1,1,1,1,1,1
15600,0008-jpg-q025.jpg,0,1,1,1,1,1,1,1,1
15601,0092-gz.gz,0,1,1,1,1,1,1,1,1
15602,0081-pptx-password.pptx,0,0,0,0,0,0,0,0,0
15603,base32.0089-png-from-web.png,0,1,1,0,1,1,0,0,1
15604,0069-7z-lzma2.7z,0,0,0,0,0,0,0,0,0
15605,BZIP2.pdf,0,0,0,0,0,0,0,0,0
15606,base32.0016-xlsx-password.xlsx,0,0,0,0,0,0,0,0,0
15607,base32.0017-7z-highcompress.7z,0,0,1,1,1,1,1,1,1
15608,0087-txt.txt,0,1,1,1,1,1,1,1,1
15609,0007-webp-lossless-c2.webp,0,0,0,0,0,0,0,0,0
15610,0054-webp-q50-c2.webp,0,1,1,1,1,1,1,1,1
15611,base32.0055-webp-lossless-c6.webp,0,0,1,1,0,0,0,0,0
15612,0020-tif-resized.tif,0,0,0,0,0,0,0,0,0
15613,0068-pdf.pdf,0,1,1,1,1,1,1,1,1
15614,base32.0089-doc-nomagic.doc,0,1,1,0,1,1,1,0,1
15615,0095-webp-lossless-c4.webp,0,0,0,0,0,0,0,0,0
15616,base32.0013-zip-encrypted.zip,0,0,1,1,1,1,1,1,1
15617,base32.0042-rar.rar,0,0,0,0,0,0,0,0,0
15618,0063-xlsx-password.xlsx,0,1,0,0,1,1,1,0,1
15619,base32.0083-webp-q50-c0.webp,0,0,1,0,0,0,0,0,0
15620,base32.0070-svg.svg,0,0,0,0,0,0,0,0,0
15621,0042-jpg-q050.jpg,0,0,0,0,0,0,0,0,0
15622,0030-jpg-q100.jpg,0,0,0,0,0,0,0,0,0
15623,ENCRYPTED.pdf,0,1,1,1,1,1,1,1,1
15624,0084-zip-ppmd.zip,0,1,1,1,1,1,1,1,1
15625,base32.0056-jpg-q050.jpg,0,1,1,1,1,1,1,1,1
15626,base32.0015-webp-lossless-c2.webp,0,0,0,0,0,0,0,0,0
15627,base32.0038-webp-lossless-c6.webp,0,1,0,1,1,0,0,0,0
15628,base32.0091-png-c9.png,0,1,1,1,1,1,1,1,1
15629,0093-oxps.oxps,0,1,1,1,1,1,1,1,1
15630,base32.0048-7z-highcompress.7z,0,1,1,1,1,1,1,1,1
15631,0052-png-c3.png,0,1,1,1,1,1,1,1,1
15632,0061-bmp-from-web.bmp,0,1,0,0,0,1,0,0,1
15633,0078-eps.eps,0,1,1,1,1,1,1,1,1
15634,0085-bin.bin,0,0,0,0,0,0,0,0,0
15635,0063-7z-encrypted.7z,0,1,1,1,1,1,0,1,1
15636,base32.0034-pdf.pdf,0,1,0,0,1,1,1,1,0
15637,base32.0086-png-c5.png,0,0,0,1,0,0,0,0,0
15638,base32.0068-jpg-q050.jpg,0,0,0,0,1,0,0,0,0
15639,0005-oxps.oxps,0,1,1,1,1,1,1,1,1
15640,base32.0067-ps1.ps1,0,1,1,1,1,1,1,1,1
15641,base32.0033-png-c3.png,0,1,1,1,0,1,1,1,1
15642,0004-rar.rar,0,1,1,1,1,1,1,1,1
15643,base32.0010-eps.eps,0,1,1,1,1,1,1,1,1
15644,0029-bmp-from-web.bmp,0,1,1,1,1,1,1,1,1
15645,0079-jpg-q050.jpg,0,0,0,0,0,0,0,0,0
15646,0038-svg.svg,0,0,0,0,0,0,0,0,0
15647,0030-webp-lossless-c4.webp,0,0,0,0,0,0,0,0,0
15648,base32.0004-tif-resized.tif,0,0,0,0,0,0,0,0,0
15649,0050-webp-lossless-c0.webp,0,0,0,1,0,0,0,0,0
15650,0064-tar.tar,0,1,1,1,1,1,1,1,1
15651,base32.0089-css.css,0,0,0,0,0,0,0,0,0
15652,base32.0005-docx.docx,0,0,0,0,0,0,0,0,0
15653,base32.0012-TIF.TIF,0,0,0,0,0,0,0,0,0
15654,0071-html.html,0,1,1,1,1,1,1,1,1
15655,base32.0092-jpg-q025.jpg,0,1,1,1,0,1,1,1,1
15656,0080-xlsx.xlsx,0,1,1,1,1,1,1,1,1
15657,0028-rar.rar,0,1,1,1,1,1,1,1,1
15658,0081-js.js,0,1,1,1,1,1,1,1,1
15659,0012-pptx.pptx,0,1,0,1,1,1,0,0,1
15660,base32.0040-zip-bzip2.zip,0,1,1,1,1,1,1,1,1
15661,0099-zlib.zlib,0,1,1,1,1,1,1,1,1
15662,0091-webp-lossless-c2.webp,0,0,0,0,0,0,0,0,0
15663,base32.0051-webp-lossless-c4.webp,0,0,0,0,0,0,0,0,0
15664,0007-png-c0.png,0,1,1,1,1,1,1,1,1
15665,0060-bmp-from-web.bmp,0,1,1,1,1,1,1,1,1
15666,0076-xlsx-nomagic.xlsx,0,0,0,0,0,0,0,0,0
15667,0035-xml.xml,0,1,1,1,1,1,1,1,1
15668,0004-png-c0.png,0,1,1,1,1,1,1,1,1
15669,base32.0089-xlsx-password.xlsx,0,0,0,0,0,0,0,0,0
15670,0044-zlib.zlib,0,1,1,1,1,1,1,1,1
15671,base32.0002-docx-password.docx,0,1,1,0,1,1,1,1,1
15672,0069-xls-password.xls,0,1,1,1,1,1,1,1,1
15673,0037-dwg.dwg,0,1,1,1,1,1,1,1,1
15674,0068-html.html,0,0,0,0,0,0,0,0,0
15675,png-from-web.pdf,0,1,1,1,1,1,1,1,1
15676,base32.0058-pptx-password.pptx,0,1,1,0,1,1,0,1,1
15677,base32.0020-png-c3.png,0,0,0,1,0,0,1,0,0
15678,base32.PPT.pdf,0,0,0,0,0,0,0,0,0
15679,base32.0074-webp-lossless-c4.webp,0,1,1,1,1,1,0,1,0
15680,0074-css.css,0,1,1,1,1,1,1,1,1
15681,base32.0046-mp4.mp4,0,0,0,0,0,0,0,0,0
15682,0071-png-c9.png,0,1,1,1,1,1,1,1,1
15683,0068-webp-from-web.webp,0,1,1,0,1,1,0,0,0
15684,base32.0051-7z-highcompress.7z,0,1,0,1,1,1,1,0,1
15685,0030-jpg-q050.jpg,0,0,0,0,1,0,0,0,0
15686,base32.0056-pdf-nomagic.pdf,0,0,0,0,0,0,0,0,0
15687,0093-webp-from-web.webp,0,1,1,0,1,1,1,1,1
15688,0033-bin.bin,0,1,0,1,1,1,1,1,1
15689,base32.0003-7z-ppmd.7z,0,1,1,1,1,1,1,1,1
15690,0083-pptx.pptx,0,1,1,1,1,1,1,1,1
15691,base32.0100-dwg-from-web.dwg,0,1,1,1,1,1,1,1,1
15692,0092-7z-lzma.7z,0,0,1,1,1,1,1,1,1
15693,base32.0006-png-c5.png,0,0,0,0,0,0,0,0,0
15694,0071-7z-bzip2.7z,0,1,1,1,1,1,1,1,1
15695,0025-js.js,0,0,0,0,0,0,0,0,0
15696,0080-pdf-password.pdf,0,1,1,1,1,1,1,1,1
15697,0031-pdf-password.pdf,0,1,0,1,1,1,1,1,1
15698,0074-TIF.TIF,0,0,0,0,0,0,0,0,0
15699,0030-jpg.jpg,0,1,1,1,1,1,1,1,1
15700,0057-jpg-q001.jpg,0,1,1,1,1,1,1,1,1
15701,0080-webp-q50-c6.webp,0,0,1,1,1,1,1,1,1
15702,base32.0046-bmp.bmp,0,1,1,1,1,1,1,1,1
15703,0030-docx.docx,0,0,0,0,0,0,0,0,0
15704,base32.0009-ods.ods,0,1,1,1,1,1,1,1,1
15705,0084-xlsx-password.xlsx,0,0,0,0,0,0,0,0,0
15706,0054-xlsx-nomagic.xlsx,0,1,1,1,1,1,1,1,1
15707,base32.0064-mp4.mp4,0,1,1,0,1,1,1,1,1
15708,0047-xml.xml,0,0,0,0,0,0,0,0,0
15709,0043-xls.xls,0,1,1,0,1,1,1,1,1
15710,0056-docx-nomagic.docx,0,0,0,0,0,0,0,0,0
15711,0040-zip-ppmd.zip,0,1,1,1,1,1,1,1,1
15712,0063-gif-from-web.gif,0,1,1,1,1,1,1,1,1
15713,base32.0055-png-c5.png,0,1,1,1,1,0,1,1,1
15714,base32.0067-zip-encrypted.zip,0,1,1,1,1,1,1,1,1
15715,base32.0016-ods.ods,0,1,0,1,1,1,1,1,1
15716,base32.0020-apk.apk,0,1,1,0,1,1,1,1,0
15717,base32.0036-pdf-nomagic.pdf,0,1,1,1,1,1,1,1,1
15718,base32.0059-svg-from-web.svg,0,1,1,1,1,1,1,1,1
15719,0090-webp-q50-c4.webp,0,1,1,1,1,1,1,1,1
15720,base32.0073-bin.bin,0,1,1,1,1,1,1,1,1
15721,base32.0020-zip-lzma.zip,0,0,1,1,1,1,1,1,1
15722,0035-doc.doc,0,1,1,1,1,1,1,1,1
15723,base32.0043-zip-deflate.zip,0,1,1,1,1,1,1,1,1
15724,base32.0069-webp-q50-c6.webp,0,1,1,1,1,1,1,1,1
15725,0080-png-c9.png,0,0,0,0,0,0,0,0,0
15726,0004-docx-nomagic.docx,0,1,1,1,1,1,1,1,1
15727,0020-webp-q50-c4.webp,0,1,1,1,0,1,1,1,1
15728,0016-webp-from-web.webp,0,1,1,1,1,1,1,1,1
15729,base32.0083-pptx-password.pptx,0,0,0,0,0,0,0,0,0
15730,0050-jpg-q100.jpg,0,1,1,1,0,1,1,1,1
15731,base32.0071-gif.gif,0,0,0,0,0,0,0,0,0
15732,base32.0099-docx-nomagic.docx,0,0,0,0,0,0,0,0,0
15733,0026-zlib.zlib,0,1,1,1,1,1,1,1,1
15734,0016-pptx-nomagic.pptx,0,1,1,1,0,1,1,0,1
15735,base32.0098-png-c0.png,0,1,1,1,1,1,1,1,1
15736,base32.0066-doc.doc,0,0,0,0,0,0,0,0,0
15737,0010-7z-lzma2.7z,0,1,1,1,1,1,1,1,1
15738,0029-svg-from-web.svg,0,1,1,1,1,1,1,1,1
15739,0099-pdf.pdf,0,0,0,0,0,0,0,0,0
15740,0007-xlsx-nomagic.xlsx,0,1,1,1,1,1,1,1,1
15741,base32.0056-gif.gif,0,1,1,1,1,1,1,1,1
15742,base32.0005-dll.dll,0,0,1,0,0,1,0,0,1
15743,base32.0064-svg.svg,0,1,1,1,1,1,1,1,1
15744,0097-rar.rar,0,0,0,0,0,0,0,0,0
15745,base32.0085-mp4-from-web.mp4,0,1,1,1,1,1,1,1,1
15746,base32.0077-xlsx.xlsx,0,0,0,0,0,0,0,0,0
15747,base32.0097-xls-nomagic.xls,0,1,1,1,1,1,1,1,1
15748,base32.0087-pdf-password.pdf,0,1,1,1,1,1,1,1,1
15749,base32.0003-ics.ics,0,0,0,0,0,0,0,0,0
15750,base32.0079-eps.eps,0,1,1,1,1,1,1,1,1
15751,base32.0070-js.js,0,0,0,0,0,0,0,0,0
15752,base32.0007-exe.exe,0,1,1,1,0,1,1,1,1
15753,0075-so.so,0,1,1,1,1,1,1,1,1
15754,base32.0076-gif-from-web.gif,0,0,0,0,0,0,0,0,0
15755,base32.0098-epub.epub,0,1,1,1,1,1,1,1,1
15756,0061-zlib.zlib,0,1,1,1,0,1,1,1,1
15757,base32.0050-xls-password.xls,0,1,1,1,1,1,1,0,1
15758,0029-dwg-from-web.dwg,0,1,1,1,1,1,1,1,1
15759,base32.0032-7z-encrypted.7z,0,1,1,1,1,1,1,1,1
15760,0064-webp-q50-c2.webp,0,0,0,0,1,0,0,0,0
15761,base32.0085-rar.rar,0,1,1,1,1,1,1,1,1
15762,base32.0014-doc-password.doc,0,1,1,0,1,1,1,0,1
15763,0016-png-c7.png,0,1,1,1,1,1,1,1,1
15764,base32.0028-doc-nomagic.doc,0,0,0,1,0,0,0,1,0
15765,0068-zip-highcompress.zip,0,0,0,0,1,0,0,0,0
15766,base32.0023-zip-encrypted.zip,0,0,1,1,1,1,1,1,1
15767,base32.0021-exe.exe,0,1,0,0,1,1,0,0,0
15768,base32.0093-xls-nomagic.xls,0,1,1,1,1,1,1,1,1
15769,0065-docx-password.docx,0,1,1,0,1,1,1,1,1
15770,base32.0013-7z-encrypted.7z,0,1,1,1,1,1,1,1,1
15771,base32.0047-png-from-web.png,0,0,0,0,0,0,0,0,0
15772,0033-dwg-from-web.dwg,0,0,0,0,0,0,0,0,0
15773,base32.0087-gif.gif,0,1,1,1,1,1,1,0,1
15774,0022-ics.ics,0,1,1,1,1,1,1,1,1
15775,0053-doc-nomagic.doc,0,1,1,1,1,1,1,1,1
15776,base32.webp-from-web.pdf,0,1,1,1,1,1,1,1,1
15777,base32.0002-eps-from-web.eps,0,0,0,0,0,0,1,0,0
15778,0058-pdf.pdf,0,1,1,1,1,1,1,1,1
15779,base32.0041-webp-q50-c4.webp,0,0,1,1,1,1,1,1,1
15780,0003-pdf.pdf,0,0,0,0,0,0,0,0,0
15781,0002-ics.ics,0,1,1,1,1,1,1,1,1
15782,base32.0016-zip-lzma.zip,0,1,1,1,1,1,1,1,1
15783,base32.0062-ods.ods,0,1,0,0,1,1,0,0,1
15784,0094-eps-from-web.eps,0,1,1,0,1,1,1,1,1
15785,base32.0076-jpg.jpg,0,1,1,1,1,1,1,1,1
15786,base32.0041-gif-from-web.gif,0,1,1,1,1,1,1,1,1
15787,base32.0046-png-c0.png,0,1,1,0,0,0,1,0,0
15788,0056-7z-lzma.7z,0,0,1,1,1,1,1,1,1
15789,base32.0096-jpg-q075.jpg,0,0,0,0,0,0,0,0,0
15790,0087-pdf.pdf,0,1,1,1,1,1,1,1,1
15791,base32.0020-docx-nomagic.docx,0,1,1,1,1,1,1,1,1
15792,0020-xml.xml,0,1,1,1,1,1,1,1,1
15793,base32.0100-rar.rar,0,1,1,1,1,1,1,1,1
15794,0019-xls.xls,0,1,1,1,1,1,1,1,1
15795,base32.0021-mp4.mp4,0,1,1,1,1,1,1,1,1
15796,0010-webp-q50-c0.webp,0,1,1,1,1,1,1,1,1
15797,0090-xlsx.xlsx,0,0,0,1,0,0,0,0,0
15798,0082-mkv.mkv,0,0,0,0,0,0,0,0,0
15799,0077-jpg.jpg,0,1,1,1,1,1,1,1,1
15800,0067-jpg-q075.jpg,0,0,0,0,0,0,0,0,0
15801,base32.0062-mkv.mkv,0,0,0,0,0,0,0,0,0
15802,base32.0042-bmp-from-web.bmp,0,0,0,0,0,0,0,0,0
15803,base32.0072-zip-encrypted.zip,0,1,1,1,1,1,1,1,1
15804,base32.0088-pdf-nomagic.pdf,0,1,1,0,1,1,1,0,1
15805,0051-dwg.dwg,0,0,0,0,0,0,0,0,0
15806,base32.0044-ppt.ppt,0,1,1,1,1,1,1,1,1
15807,0061-webp-lossless-c0.webp,0,0,0,1,0,0,0,0,0
15808,0011-jpg-q025.jpg,0,0,0,0,0,0,0,0,0
15809,base32.0047-eps.eps,0,1,1,1,1,1,1,1,1
15810,0040-pptx.pptx,0,1,1,0,1,1,1,0,1
15811,0084-so.so,0,1,1,1,1,1,1,1,1
15812,0030-7z-lzma.7z,0,1,1,1,1,1,1,1,1
15813,0062-png-from-web.png,0,1,0,1,0,1,0,0,0
15814,0091-zip-highcompress.zip,0,0,0,0,0,0,0,0,0
15815,0079-png-c5.png,0,1,1,1,1,1,1,1,1
15816,0019-zip-highcompress.zip,0,0,0,0,1,0,0,0,0
15817,base32.0038-7z-lzma2.7z,0,0,0,1,1,0,1,1,0
15818,base32.0027-jpg-q050.jpg,0,0,0,0,0,1,0,1,1
15819,base32.0081-jpg-q100.jpg,0,1,1,1,1,1,1,1,1
15820,base32.0053-jpg-q075.jpg,0,0,0,0,0,0,0,0,0
15821,base32.0064-TIF.TIF,0,1,0,1,1,1,1,1,1
15822,0045-ppt.ppt,0,0,0,0,0,0,0,0,0
15823,0029-pdf-password.pdf,0,1,1,1,1,1,1,1,1
15824,base32.0045-webp-lossless-c4.webp,0,1,1,1,1,1,1,1,1
15825,0052-png-c5.png,0,1,1,0,1,1,1,1,1
15826,base32.0010-dll.dll,0,1,1,1,0,1,1,1,0
15827,base32.0064-webp-from-web.webp,0,0,1,1,1,1,1,1,1
15828,base32.0079-gz.gz,0,0,0,0,0,0,0,0,0
15829,base32.0026-webp-lossless-c4.webp,0,1,1,1,1,1,1,1,1
15830,0042-xlsx-password.xlsx,0,1,1,1,1,1,1,1,1
15831,base32.0037-csv.csv,0,1,1,1,1,1,1,1,1
15832,base32.0032-webp-lossless-c0.webp,0,1,1,1,1,1,1,1,1
15833,0038-ics.ics,0,0,0,0,0,0,0,0,0
15834,base32.0094-zip-ppmd.zip,0,1,1,1,1,1,1,1,1
15835,base32.0100-js.js,0,1,1,1,1,1,1,1,1
15836,base32.0086-pdf-nomagic.pdf,0,0,0,0,0,0,0,0,0
15837,0006-html.html,0,0,0,0,0,0,0,0,0
15838,base32.0008-png-c7.png,0,1,1,0,1,1,0,0,0
15839,base32.0098-zip-deflate.zip,0,1,1,1,1,1,1,1,1
15840,0045-png-c3.png,0,1,1,1,1,1,1,1,1
15841,base32.0033-TIF.TIF,0,0,0,1,0,0,0,0,0
15842,0033-rar.rar,0,0,0,0,1,1,0,0,0
15843,base32.0100-svg.svg,0,1,1,1,1,1,1,1,1
15844,base32.0033-webp-q50-c4.webp,0,0,1,1,1,1,1,1,1
15845,0045-webp-q50-c4.webp,0,0,1,1,1,1,1,1,1
15846,0023-mp4-from-web.mp4,0,0,0,0,0,0,0,0,0
15847,0027-ppt.ppt,0,0,0,0,0,0,0,0,0
15848,base32.0081-TIF.TIF,0,0,0,0,0,0,0,0,0
15849,0095-pptx-nomagic.pptx,0,1,1,1,1,1,1,1,1
15850,0038-rar.rar,0,0,0,0,0,0,0,0,0
15851,0044-oxps.oxps,0,1,1,1,1,1,1,1,1
15852,base32.0049-mkv.mkv,0,1,0,1,0,1,1,1,1
15853,base32.0045-oxps.oxps,0,1,0,0,0,0,0,0,0
15854,base32.0070-apk.apk,0,1,1,1,1,1,1,1,1
15855,base32.0025-png-c0.png,0,1,1,1,1,0,1,0,1
15856,base32.0016-doc-password.doc,0,0,0,0,1,0,0,0,0
15857,0070-pdf.pdf,0,1,1,0,1,1,1,0,1
15858,0056-xls-nomagic.xls,0,1,1,1,1,1,1,1,1
15859,0096-docx-nomagic.docx,0,1,1,1,1,1,1,1,1
15860,0022-pdf-password.pdf,0,1,0,1,0,1,1,1,1
15861,base32.0049-apk.apk,0,1,1,1,1,1,1,1,1
15862,0088-svg-from-web.svg,0,1,1,1,1,1,1,1,1
15863,base32.0014-txt.txt,0,1,1,1,1,1,1,1,1
15864,0099-png-c9.png,0,1,1,1,1,1,1,1,1
15865,base32.0044-jpg-q025.jpg,0,0,0,0,0,0,0,0,0
15866,0038-eps-from-web.eps,0,0,0,0,0,0,0,0,0
15867,base32.0048-webp-q50-c6.webp,0,1,1,1,1,1,1,1,1
15868,0092-eps.eps,0,1,1,1,1,1,1,1,1
15869,base32.0076-doc-password.doc,0,1,1,1,1,1,1,1,1
15870,base32.0015-xlsx-nomagic.xlsx,0,0,0,0,0,0,0,0,0
15871,base32.0049-7z-lzma.7z,0,1,1,1,1,1,1,1,1
15872,base32.0041-ics.ics,0,1,1,1,1,1,1,1,1
15873,0020-png-c9.png,0,0,0,0,0,0,0,0,0
15874,0021-zip-highcompress.zip,0,1,1,1,1,1,1,1,1
15875,0024-webp-from-web.webp,0,1,1,1,1,1,1,1,1
15876,base32.0090-7z-bzip2.7z,0,0,1,0,1,1,0,0,0
15877,base32.0090-xlsx-password.xlsx,0,1,1,0,1,1,1,1,1
15878,base32.0089-zip-lzma.zip,0,0,1,1,1,1,1,1,1
15879,0030-zip-bzip2.zip,0,0,0,0,1,0,0,0,0
15880,base32.0097-dwg-from-web.dwg,0,0,0,0,0,0,0,0,0
15881,base32.0037-png-c7.png,0,1,1,1,1,1,1,1,1
15882,0065-ics.ics,0,0,0,0,0,0,0,0,0
15883,0081-bmp-from-web.bmp,0,1,1,1,0,1,1,1,1
15884,base32.0035-mp3.mp3,0,1,1,1,0,1,1,1,1
15885,0083-apk.apk,0,1,1,1,1,1,1,1,1
15886,base32.0099-png-c7.png,0,1,1,1,1,1,1,1,1
15887,base32.0081-7z-ppmd.7z,0,1,1,1,1,1,1,1,1
15888,0036-mp3.mp3,0,0,0,0,0,0,0,0,0
15889,0037-xlsx.xlsx,0,0,0,0,0,0,0,0,0
15890,ODS.pdf,0,0,0,0,0,0,0,0,0
